source,target,timestamp,event_type,punk_id,punk_type
0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xe83c750b2708320bb134796c555b80df39a3d97b,1556504963,PunkTransfer,3489,Zombie
0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xe83c750b2708320bb134796c555b80df39a3d97b,1556505024,PunkTransfer,2306,Zombie
0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xe83c750b2708320bb134796c555b80df39a3d97b,1556505060,PunkTransfer,5944,Zombie
0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0xe83c750b2708320bb134796c555b80df39a3d97b,1556505137,PunkTransfer,3609,Zombie
0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,0x0000000000000000000000000000000000000001,1556504576,PunkTransfer,3493,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550675291,PunkTransfer,1658,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550675637,PunkTransfer,1748,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550675688,PunkTransfer,4874,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550675762,PunkTransfer,5253,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677532,PunkTransfer,5299,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677624,PunkTransfer,5312,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677658,PunkTransfer,5336,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677700,PunkTransfer,5489,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677837,PunkTransfer,5761,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677943,PunkTransfer,6515,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550677943,PunkTransfer,7014,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678148,PunkTransfer,7127,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678186,PunkTransfer,7660,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678367,PunkTransfer,8386,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678423,PunkTransfer,8957,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678506,PunkTransfer,9804,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678506,PunkTransfer,9955,Zombie
0x723e66adff8760d522dd500e83ba56a3203aab33,0x66c7a7348250f453a37cf86410a946f9668de386,1550678534,PunkTransfer,9838,Zombie
0x01486c3891761e93e5107890286abdc1834fc6d7,0xd8e80673419acfbf15bf8eb0239cda90f232051f,1499816220,PunkBought,2924,Ape
0x01486c3891761e93e5107890286abdc1834fc6d7,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1499816670,PunkBought,8498,Ape
0x01486c3891761e93e5107890286abdc1834fc6d7,0x7174039818a41e1ae40fdcfa3e293b0f41592af2,1499938863,PunkBought,2132,Zombie
0xa9bfa94ab1497c08b7c02c9516d4eb1f07c90d40,0xd8e80673419acfbf15bf8eb0239cda90f232051f,1501803853,PunkBought,7458,Zombie
0xa9bfa94ab1497c08b7c02c9516d4eb1f07c90d40,0xa0a59ca1ee70155da46bb8913d6d87c28dd4a7a3,1501803853,PunkBought,7756,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xdde8df9a7dc9f68bdac815f493d1d731de911b5a,1524233903,PunkBought,2560,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0x51787a2c56d710c68140bdadefd3a98bff96feb4,1589662158,PunkBought,4513,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0x2817aa3541a74f2b58136924b20409ca63e44917,1600455309,PunkTransfer,9909,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0x2817aa3541a74f2b58136924b20409ca63e44917,1602961227,PunkTransfer,6297,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xb89ad8872955c76adb4d497bc4f5bad612d5dad1,1601303270,PunkTransfer,4830,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xf983557ec70fbf1a4b1e247af7bf10247e9b69c4,1603872254,PunkBought,9909,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0x7224a1a8750d77c182d7ade10b8edcbd3aae0e2d,1609500540,PunkBought,9368,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xc606bb4a465cccb880a82697dd7c35caefe9518c,1612735882,PunkBought,6297,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xfb5251bf63e23822efd3429c7557e72753060e59,1614846005,PunkBought,5234,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xb47a70df538b9a3b591bc5d75da66a04c879b291,1616168202,PunkTransfer,4830,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xb47a70df538b9a3b591bc5d75da66a04c879b291,1616168446,PunkTransfer,5573,Zombie
0x8321795bdace7428d4fadfa30c2ee8e727e491e5,0xb47a70df538b9a3b591bc5d75da66a04c879b291,1616168589,PunkTransfer,2460,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x6611fe71c233e4e7510b2795c242c9a57790b376,1498928716,PunkBought,6089,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x6611fe71c233e4e7510b2795c242c9a57790b376,1499095634,PunkBought,5795,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x6611fe71c233e4e7510b2795c242c9a57790b376,1499143474,PunkBought,9280,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x6611fe71c233e4e7510b2795c242c9a57790b376,1499364522,PunkBought,3100,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x6611fe71c233e4e7510b2795c242c9a57790b376,1499364540,PunkBought,2890,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x5f7190b7943858b7bdd24f069241612091c6a986,1499069157,PunkBought,2711,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,1499102508,PunkBought,6965,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x00b278dd68f9d8491795ffaf771120638bef1686,1499177976,PunkBought,5905,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x00b278dd68f9d8491795ffaf771120638bef1686,1499710299,PunkBought,5822,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x00b278dd68f9d8491795ffaf771120638bef1686,1499710481,PunkBought,7523,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,1499456041,PunkBought,4178,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,1500425096,PunkBought,2386,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x8adbff0b3a45059c0578a05e00c7bf38c4f349a9,1513206918,PunkBought,6915,Ape
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x03911fecabd6b4809c88e2e6eb856ec932b2ee3e,1515598633,PunkBought,7804,Alien
0x1e32a859d69dde58d03820f8f138c99b688d132f,0x9c9113d1daae97675776a4151402f5efb2d7bfc7,1636876918,PunkTransfer,5577,Ape
0x63e776c2b49b46a2bbc00c31fb5073051b2d6172,0xb11d6a1ad3d9ae2800ceb55fbbc4ee2273b94cd8,1504076215,PunkBought,4156,Ape
0x13c7bdff220cf27f382baa3d7a281614cbe54f37,0x1e32a859d69dde58d03820f8f138c99b688d132f,1615364636,PunkTransfer,5577,Ape
0x9f41a4b4a09721fee705681963141035dc0023af,0xaff336d5653776e9ce858d9d28f9d755c53979df,1630741739,PunkTransfer,6275,Zombie
0x9788301db1cde6bb33205eec2e4f6d7c1ed54625,0x976b598539eef4e35297866ffce465d2e94b7cc7,1538491721,PunkBought,6704,Zombie
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0x0f4023208058ecffcb22a7409df11f6d6013fe8a,1498774448,PunkBought,1374,Zombie
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0x6611fe71c233e4e7510b2795c242c9a57790b376,1498854143,PunkBought,1886,Zombie
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,1499178760,PunkBought,6965,Ape
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,1499456444,PunkBought,2338,Zombie
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0xd8e80673419acfbf15bf8eb0239cda90f232051f,1500125453,PunkBought,2249,Zombie
0x00bd3a6660309fb9e0129b9b777a9ccb9c2869dc,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,1514563215,PunkTransfer,8498,Ape
0xca8fe4acb1cb8b5550a3c71ffe2399f6c7016686,0x062c5432107e3b9ad924512209a7468b5c200fcd,1615705826,PunkTransfer,6304,Zombie
0xa0a59ca1ee70155da46bb8913d6d87c28dd4a7a3,0xf5099e196469257c0d457e896a648d5f616af034,1499454833,PunkTransfer,9203,Zombie
0xa0a59ca1ee70155da46bb8913d6d87c28dd4a7a3,0xf5099e196469257c0d457e896a648d5f616af034,1499455049,PunkTransfer,3831,Zombie
0xa0a59ca1ee70155da46bb8913d6d87c28dd4a7a3,0xf5099e196469257c0d457e896a648d5f616af034,1501809763,PunkTransfer,7756,Zombie
0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x2db1c4419063939349431eb52f52b18b8ddbf592,1542748257,PunkBought,2338,Zombie
0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x78f0269f5b1ca914c8c58993f41181f89e212b27,1587913375,PunkBought,2386,Ape
0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x78f0269f5b1ca914c8c58993f41181f89e212b27,1587916047,PunkBought,4178,Ape
0x4dcaf34d9fbc21c222c46bd0fc78b02609b00897,0x51787a2c56d710c68140bdadefd3a98bff96feb4,1605308076,PunkBought,2924,Ape
0x00b278dd68f9d8491795ffaf771120638bef1686,0x7eb28b2f14a59789ec4c782a5dd957f9c8f33f6b,1613938822,PunkTransfer,7523,Alien
0x00b278dd68f9d8491795ffaf771120638bef1686,0x7eb28b2f14a59789ec4c782a5dd957f9c8f33f6b,1613938992,PunkTransfer,5822,Alien
0x00b278dd68f9d8491795ffaf771120638bef1686,0x7eb28b2f14a59789ec4c782a5dd957f9c8f33f6b,1613939129,PunkTransfer,5905,Alien
0xf5099e196469257c0d457e896a648d5f616af034,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,1545720373,PunkBought,7756,Zombie
0xf5099e196469257c0d457e896a648d5f616af034,0x7d438bf6567673867480b7923669bf349e6c8c12,1568304566,PunkBought,3831,Zombie
0xf5099e196469257c0d457e896a648d5f616af034,0xa7c98308c1b819aa995516bf621e17ed8bd04740,1557777077,PunkBought,9203,Zombie
0xd27e3f4f2c3576ecff31bbd113c71ca2e8f374e8,0x7e5280b7b81c35b2a8eeac329d8a51ade5c6f354,1507112214,PunkTransfer,1935,Zombie
0x0cea5bd314d5f476f8b1613af143a922844c4ca6,0xf3860788d1597cecf938424baabe976fac87dc26,1514329237,PunkBought,5217,Ape
0x0cea5bd314d5f476f8b1613af143a922844c4ca6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1613990570,PunkBought,2140,Ape
0x0cea5bd314d5f476f8b1613af143a922844c4ca6,0x9ad613e2f47d9babceff0441836ee2afcf05c472,1620542151,PunkTransfer,8909,Zombie
0xb11d6a1ad3d9ae2800ceb55fbbc4ee2273b94cd8,0xc2ac3c875b2785b7654eb174fad174d718c8c07f,1513232011,PunkTransfer,4156,Ape
0x1aff1e0f1d5f76f92145a278d8c31af9ade783dd,0xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,1590671744,PunkBought,7458,Zombie
0x7e5280b7b81c35b2a8eeac329d8a51ade5c6f354,0x0601d0235645a6ce6356ef11aa0b225c68605131,1559712993,PunkTransfer,1935,Zombie
0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xf3860788d1597cecf938424baabe976fac87dc26,1515973012,PunkBought,8498,Ape
0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,1537216128,PunkBought,4156,Ape
0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,1547144905,PunkBought,7756,Zombie
0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xef6d69922bc2d038cb508086846524f8011c4a74,1607311959,PunkBought,2484,Zombie
0xc2ac3c875b2785b7654eb174fad174d718c8c07f,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,1534097066,PunkBought,4156,Ape
0xf3860788d1597cecf938424baabe976fac87dc26,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,1514518078,PunkTransfer,5217,Ape
0xf3860788d1597cecf938424baabe976fac87dc26,0x5462dee16b3f4d240ebbe52c9c4214c912ccdda4,1515982583,PunkTransfer,8498,Ape
0x3d826e692d336578bd4e1a4b7ba57aca8668c79f,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1609023362,PunkBought,6649,Zombie
0x03911fecabd6b4809c88e2e6eb856ec932b2ee3e,0x99b57c09f37a3657e2215afd59f7b4de98bce3ff,1613744828,PunkBought,6965,Ape
0x03911fecabd6b4809c88e2e6eb856ec932b2ee3e,0xf4b4a58974524e183c275f3c6ea895bc2368e738,1615423719,PunkBought,7804,Alien
0x03911fecabd6b4809c88e2e6eb856ec932b2ee3e,0x8e7644918b3e280fb3b599ca381a4efcb7ade201,1626935197,PunkTransfer,1374,Zombie
0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,0x6f35b0cfc58eb1e21eef8a439bbb0ce4c929d32a,1599495043,PunkBought,7756,Zombie
0x9e199d8a3a39c9892b1c3ae348a382662dcbaa12,0xf476cd75be8fdd197ae0b466a2ec2ae44da41897,1613665167,PunkBought,4156,Ape
0x9aa6eb65f042e197d1293f36c5bb887dfb9e585c,0x389747708cfe615ca6825243d476c0ebe268e192,1611860160,PunkTransfer,8857,Zombie
0x8e662143178bb8c797620a3a61f34a71832475b0,0xc352b534e8b987e036a93539fd6897f53488e56a,1581348331,PunkBought,2329,Zombie
0x976b598539eef4e35297866ffce465d2e94b7cc7,0x243d84f6ff73cce185d883b24bbadb74f950de31,1538520446,PunkTransfer,6704,Zombie
0x243d84f6ff73cce185d883b24bbadb74f950de31,0x655533fae22bdde1d73bf7abe97c76f41ffff54d,1603126876,PunkTransfer,6704,Zombie
0x2db1c4419063939349431eb52f52b18b8ddbf592,0xfab9b89d9a0317f0f2a0e6643a1c956c66550ed4,1577570207,PunkTransfer,2338,Zombie
0x66c7a7348250f453a37cf86410a946f9668de386,0x78f0269f5b1ca914c8c58993f41181f89e212b27,1577990102,PunkBought,9955,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0xc352b534e8b987e036a93539fd6897f53488e56a,1580848147,PunkTransfer,9474,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x51787a2c56d710c68140bdadefd3a98bff96feb4,1599428702,PunkBought,5944,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1600119681,PunkTransfer,2424,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1600127800,PunkTransfer,2306,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1600190236,PunkTransfer,5066,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1600741104,PunkTransfer,8553,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1600742230,PunkTransfer,5217,Ape
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1601150047,PunkTransfer,8307,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1601750029,PunkTransfer,3609,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x77300de3acddd2e87b96bff1946f1371555fd315,1608611714,PunkTransfer,3609,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0xb88f61e6fbda83fbfffabe364112137480398018,1609863680,PunkTransfer,3211,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0xb1adceddb2941033a090dd166a462fe1c2029484,1613015179,PunkBought,3489,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0xb1adceddb2941033a090dd166a462fe1c2029484,1613015184,PunkBought,6784,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0xb1adceddb2941033a090dd166a462fe1c2029484,1613015189,PunkBought,8472,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x04ae2f0bda04f1405991d91c2e8420d6148369ea,1615662928,PunkBought,3393,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x54be3a794282c030b15e43ae2bb182e14c409c5e,1619721686,PunkTransfer,2566,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x50664ede715e131f584d3e7eaabd7818bb20a068,1619937563,PunkBought,2066,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x30fe9e1972a79f7351749602c5e3253de6310ba1,1620069164,PunkTransfer,6586,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x89cbb15c7ab08a39328b0e3ddf8cffa8d7c50899,1624990821,PunkTransfer,7121,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x8f7ceefaa1ff5dfd125106ff9e219eff360d57aa,1627680287,PunkBought,5217,Ape
0xe83c750b2708320bb134796c555b80df39a3d97b,0x2cc12318de28edc9c753f7cb22100890af630c2d,1627707301,PunkTransfer,8498,Ape
0xe83c750b2708320bb134796c555b80df39a3d97b,0x2cc12318de28edc9c753f7cb22100890af630c2d,1627707496,PunkTransfer,8553,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x2cc12318de28edc9c753f7cb22100890af630c2d,1627707507,PunkTransfer,1478,Zombie
0xe83c750b2708320bb134796c555b80df39a3d97b,0x2cc12318de28edc9c753f7cb22100890af630c2d,1627708079,PunkTransfer,8531,Zombie
0x7d438bf6567673867480b7923669bf349e6c8c12,0xa18fd5dfbc015a115a247e2911fcb9d0a19c999a,1600975086,PunkTransfer,3831,Zombie
0xee3766e4f996dc0e0f8c929954eaafef3441de87,0xfd39f9adf2cc343072aeaacec25941edab3f00b2,1600365222,PunkTransfer,5314,Ape
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x77675847041c3a896f791aa5f357a8c33a38cbac,1601370031,PunkTransfer,8307,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x219688c6156edea2e2ca7e2036c1c5b7f6451169,1600374571,PunkTransfer,2424,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xbbdcba51b0c309a576ce02a0879977a17b14e70c,1601028948,PunkTransfer,3831,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xe614065a4ac6d478f141db4595325b537ffa2ea5,1608904892,PunkBought,3831,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xe4c63b09f3823c567deb28bc0306553a90fdd6b0,1609782761,PunkTransfer,6649,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xbe7516aef9d60c11f9a8d870736137dbdd8a22df,1611406717,PunkBought,6649,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x29b1b2d083456fd07b19649f8b85f9927a29b1ab,1614333044,PunkBought,1119,Zombie
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0x49705967e4a9e3688a393e88eea088562c56ee1f,1614646957,PunkBought,2140,Ape
0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,0xd2c1a0138716f0f9987977111ba14182e6972630,1630791541,PunkBought,6275,Zombie
0xa7c98308c1b819aa995516bf621e17ed8bd04740,0xaf5e63c7f54ff53e5475f2ff9a60ff3628b1bd61,1588177632,PunkBought,9203,Zombie
0x0601d0235645a6ce6356ef11aa0b225c68605131,0x31a5ff62a1b2c0f030aee1661eab6513ae676e23,1628370634,PunkTransfer,1935,Zombie
0xe3d78ce35d90bc404a71121c4585b138bb3d419e,0xa25803ab86a327786bb59395fc0164d826b98298,1619376491,PunkTransfer,5742,Zombie
0x78f0269f5b1ca914c8c58993f41181f89e212b27,0xb268f20c03c39f00425db32c424fd5272220496e,1590081422,PunkBought,2386,Ape
0x63a9dbce75413036b2b778e670aabd4493aaf9f3,0xf0d6999725115e3ead3d927eb3329d63afaec09b,1607185789,PunkBought,1190,Zombie
0xfab9b89d9a0317f0f2a0e6643a1c956c66550ed4,0x7cd3fc0e4ef95897f9b8db951dfc075cc924ebbe,1628273936,PunkBought,2338,Zombie
0xb268f20c03c39f00425db32c424fd5272220496e,0xbc5dad3942aaebdb1229c9a31923493e15b7699b,1600998362,PunkTransfer,2386,Ape
0xb268f20c03c39f00425db32c424fd5272220496e,0xbc5dad3942aaebdb1229c9a31923493e15b7699b,1608670357,PunkTransfer,2249,Zombie
0xb268f20c03c39f00425db32c424fd5272220496e,0xb62986dc13663827535e3f4f038c745a23ce3e67,1601089958,PunkTransfer,2386,Ape
0x8dbbca57ea56290efa14d835bbfd34faf1d89753,0x0a28cb91b619faa000edd9addc6ce0fba2e4eb56,1630269032,PunkTransfer,9203,Zombie
0x1f8adddd1afb62a35acbe9cb27b572183d00584e,0xb268f20c03c39f00425db32c424fd5272220496e,1587902866,PunkTransfer,2249,Zombie
0xaf5e63c7f54ff53e5475f2ff9a60ff3628b1bd61,0x8dbbca57ea56290efa14d835bbfd34faf1d89753,1588274352,PunkTransfer,9203,Zombie
0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x1da5331994e781ab0e2af9f85bfce2037a514170,1591096819,PunkTransfer,4513,Zombie
0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x1da5331994e781ab0e2af9f85bfce2037a514170,1599430740,PunkTransfer,5944,Zombie
0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x1da5331994e781ab0e2af9f85bfce2037a514170,1605318947,PunkTransfer,2924,Ape
0x51787a2c56d710c68140bdadefd3a98bff96feb4,0x356971a834f863a42f552ccba928be5dd4f200de,1601423199,PunkTransfer,4513,Zombie
0xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,0xcaf789e911c357a122579e32c5a5dc9faf49cffe,1591940165,PunkTransfer,7458,Zombie
0xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,0x44b963cc2ebe639615cd6741baadc3a094750f78,1596627821,PunkTransfer,7458,Zombie
0x1da5331994e781ab0e2af9f85bfce2037a514170,0x51787a2c56d710c68140bdadefd3a98bff96feb4,1601422654,PunkTransfer,4513,Zombie
0xcaf789e911c357a122579e32c5a5dc9faf49cffe,0x7222a6c0136a624c9abb59d7807b8c80059dbb8e,1596524720,PunkTransfer,7458,Zombie
0xcaf6fd54fb74c95b28f5e94952ca21b46e4071cc,0x3b890c7206ce7aaf12e565d29a0df0758bf8e1e1,1609284415,PunkTransfer,5066,Zombie
0x97b052c9a4e8705c067ce0c197833bbd496f2612,0xc43473fa66237e9af3b2d886ee1205b81b14b2c8,1621228695,PunkTransfer,4513,Zombie
0x7222a6c0136a624c9abb59d7807b8c80059dbb8e,0xa31f5bd5cc1e975a3791015237951f9d6073c42e,1596524946,PunkTransfer,7458,Zombie
0xa31f5bd5cc1e975a3791015237951f9d6073c42e,0xf9dde1fed9a7ff50fdcfa72b8d9e0d4c7609d532,1596590618,PunkTransfer,7458,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xcaf6fd54fb74c95b28f5e94952ca21b46e4071cc,1600196407,PunkTransfer,5066,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xcaf6fd54fb74c95b28f5e94952ca21b46e4071cc,1609310997,PunkTransfer,2249,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1600351798,PunkTransfer,2424,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1601028319,PunkTransfer,3831,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xd387a6e4e84a6c86bd90c158c6028a58cc8ac459,1601327961,PunkTransfer,8307,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x219688c6156edea2e2ca7e2036c1c5b7f6451169,1600706023,PunkTransfer,2424,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x219688c6156edea2e2ca7e2036c1c5b7f6451169,1601509655,PunkTransfer,2424,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,1601061891,PunkTransfer,9909,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x8321795bdace7428d4fadfa30c2ee8e727e491e5,1603828954,PunkTransfer,6297,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xb268f20c03c39f00425db32c424fd5272220496e,1601077642,PunkTransfer,2386,Ape
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x843d81eaf23c0073426581de5a3735b060888f1b,1601239674,PunkTransfer,2306,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x843d81eaf23c0073426581de5a3735b060888f1b,1601263224,PunkTransfer,9997,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x843d81eaf23c0073426581de5a3735b060888f1b,1601570009,PunkTransfer,8307,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xe83c750b2708320bb134796c555b80df39a3d97b,1601296276,PunkTransfer,8553,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xe83c750b2708320bb134796c555b80df39a3d97b,1608610824,PunkTransfer,3609,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0xe83c750b2708320bb134796c555b80df39a3d97b,1613011798,PunkTransfer,5217,Ape
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x97b052c9a4e8705c067ce0c197833bbd496f2612,1601740003,PunkTransfer,4513,Zombie
0xb7f7f6c52f2e2fdb1963eab30438024864c313f6,0x5f7190b7943858b7bdd24f069241612091c6a986,1601869718,PunkTransfer,2711,Ape
